Gen_num,Gen_name,Bus_num,Bus,Tech,Tech_Num,Cap,MinCap,CandCap,SystCap,PlannedYr,RetYr,RetCap,CapCred,LeadTime,YearAvail,HR,FOM,VOM,PTC,ITC,Lifetime,Ramp,FOR,CO2,SO2,NO2,TransAdder,MTTF,MTTR
479,321_Therm_Cand,321,Cobb,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
480,322_Therm_Cand,322,Cole,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
481,323_Therm_Cand,323,Comte,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
482,325_Therm_Cand,325,Curtiss,Therm_Cand,26,0,0,50,500,0,0,0,0.7,0,2032,0,28305,0.3,0,0.3,35,1,0,0,0,0,0,0,0
483,107_Gas_CT_Cand,107,Alder,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
484,113_Gas_CT_Cand,113,Arne,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
485,118_Gas_CT_Cand,118,Astor,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
486,123_Gas_CT_Cand,123,Austen,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
487,207_Gas_CT_Cand,207,Baker,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
488,213_Gas_CT_Cand,213,Barlow,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
489,215_Gas_CT_Cand,215,Barton,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
490,218_Gas_CT_Cand,218,Bayle,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
491,221_Gas_CT_Cand,221,Behring,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
492,223_Gas_CT_Cand,223,Bloch,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
493,301_Gas_CT_Cand,301,Cabell,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
494,302_Gas_CT_Cand,302,Cabot,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
495,307_Gas_CT_Cand,307,Carew,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
496,313_Gas_CT_Cand,313,Cecil,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
497,315_Gas_CT_Cand,315,Chase,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
498,318_Gas_CT_Cand,318,Clark,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
499,321_Gas_CT_Cand,321,Cobb,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
500,323_Gas_CT_Cand,323,Comte,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
501,322_Gas_CT_Cand,322,Cole,Gas_CT_Cand,13,0,0,100,500,0,0,0,0.95,0,2020,9.72,25845.375,7.430545313,0,0,50,0.08,0.034,0,0,0,0,2093,73
502,107_Gas_CC_Cand,107,Alder,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
503,113_Gas_CC_Cand,113,Arne,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
504,118_Gas_CC_Cand,118,Astor,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
505,123_Gas_CC_Cand,123,Austen,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
506,207_Gas_CC_Cand,207,Baker,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
507,213_Gas_CC_Cand,213,Barlow,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
508,215_Gas_CC_Cand,215,Barton,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
509,218_Gas_CC_Cand,218,Bayle,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
510,221_Gas_CC_Cand,221,Behring,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
511,223_Gas_CC_Cand,223,Bloch,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
512,301_Gas_CC_Cand,301,Cabell,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
513,302_Gas_CC_Cand,302,Cabot,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
514,307_Gas_CC_Cand,307,Carew,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
515,313_Gas_CC_Cand,313,Cecil,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
516,315_Gas_CC_Cand,315,Chase,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
517,318_Gas_CC_Cand,318,Clark,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
518,321_Gas_CC_Cand,321,Cobb,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
519,323_Gas_CC_Cand,323,Comte,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
520,322_Gas_CC_Cand,322,Cole,Gas_CC_Cand,14,0,0,100,500,0,0,0,0.95,0,2020,6.08,32306.71875,2.046092188,0,0,50,0.05,0.033,0,0,0,0,1603,55
521,107_SMR_Cand,107,Alder,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
522,113_SMR_Cand,113,Arne,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
523,118_SMR_Cand,118,Astor,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
524,123_SMR_Cand,123,Austen,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
525,207_SMR_Cand,207,Baker,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
526,213_SMR_Cand,213,Barlow,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
527,215_SMR_Cand,215,Barton,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
528,218_SMR_Cand,218,Bayle,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
529,221_SMR_Cand,221,Behring,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
530,223_SMR_Cand,223,Bloch,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
531,301_SMR_Cand,301,Cabell,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
532,302_SMR_Cand,302,Cabot,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
533,307_SMR_Cand,307,Carew,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
534,313_SMR_Cand,313,Cecil,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
535,315_SMR_Cand,315,Chase,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
536,318_SMR_Cand,318,Clark,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
537,321_SMR_Cand,321,Cobb,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
538,323_SMR_Cand,323,Comte,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
539,322_SMR_Cand,322,Cole,SMR_Cand,32,0,0,100,500,0,0,0,0.95,0,2030,9.18,136000,2.6,0,0,50,0.05,0.018,0,0,0,0,9731,183
